"google/gemma-2-27b-it","strictly increasing order",1.1,False,2,"2024-12-19"
"google/gemma-2-27b-it","no repeated numbers",2.3,False,6,"2024-12-19"
"google/gemma-2-27b-it","mult 3 or 5 not both",2.45,False,4,"2024-12-19"
"google/gemma-2-27b-it","converging toward center",3.05,False,20,"2024-12-19"
"google/gemma-2-27b-it","odd number of odd numbers",3.25,False,14,"2024-12-19"
"google/gemma-2-27b-it","prime number of elements",3.4,False,-1,"2024-12-19"
"google/gemma-2-27b-it","previous or sum",3.7,False,-1,"2024-12-19"
"google/gemma-2-27b-it","collatzish",3.95,False,11,"2024-12-19"
"google/gemma-2-27b-it","divisible or plus 13",4.35,False,4,"2024-12-20"
"google/gemma-2-27b-it","previous over 17",4.7,False,20,"2024-12-20"
"meta-llama/llama-3.3-70b-instruct","strictly increasing order",1.1,True,4,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","no repeated numbers",2.3,False,4,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","mult 3 or 5 not both",2.45,False,5,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","converging toward center",3.05,False,13,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","odd number of odd numbers",3.25,False,5,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","prime number of elements",3.4,False,9,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","previous or sum",3.7,False,7,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","collatzish",3.95,False,-1,"2024-12-19"
"meta-llama/llama-3.3-70b-instruct","divisible or plus 13",4.35,False,6,"2024-12-20"
"meta-llama/llama-3.3-70b-instruct","previous over 17",4.7,False,7,"2024-12-20"
"qwen/qwen-2.5-coder-32b-instruct","strictly increasing order",1.1,False,-1,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","no repeated numbers",2.3,True,3,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","mult 3 or 5 not both",2.45,False,4,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","converging toward center",3.05,False,-1,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","odd number of odd numbers",3.25,False,-1,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","prime number of elements",3.4,False,2,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","previous or sum",3.7,False,3,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","collatzish",3.95,False,5,"2024-12-19"
"qwen/qwen-2.5-coder-32b-instruct","divisible or plus 13",4.35,False,3,"2024-12-20"
"qwen/qwen-2.5-coder-32b-instruct","previous over 17",4.7,False,14,"2024-12-20"
"openai/gpt-4o-2024-11-20","strictly increasing order",1.1,False,-1,"2024-12-19"
"openai/gpt-4o-2024-11-20","no repeated numbers",2.3,False,-1,"2024-12-19"
"openai/gpt-4o-2024-11-20","mult 3 or 5 not both",2.45,False,-1,"2024-12-19"
"openai/gpt-4o-2024-11-20","converging toward center",3.05,False,3,"2024-12-19"
"openai/gpt-4o-2024-11-20","odd number of odd numbers",3.25,False,-1,"2024-12-19"
"openai/gpt-4o-2024-11-20","prime number of elements",3.4,False,2,"2024-12-19"
"openai/gpt-4o-2024-11-20","previous or sum",3.7,False,4,"2024-12-19"
"openai/gpt-4o-2024-11-20","collatzish",3.95,False,20,"2024-12-20"
"openai/gpt-4o-2024-11-20","divisible or plus 13",4.35,False,3,"2024-12-20"
"openai/gpt-4o-2024-11-20","previous over 17",4.7,False,20,"2024-12-20"
"google/gemini-pro-1.5","strictly increasing order",1.1,False,-1,"2024-12-20"
"google/gemini-pro-1.5","no repeated numbers",2.3,False,3,"2024-12-20"
"google/gemini-pro-1.5","mult 3 or 5 not both",2.45,False,3,"2024-12-20"
"google/gemini-pro-1.5","converging toward center",3.05,False,6,"2024-12-20"
"google/gemini-pro-1.5","odd number of odd numbers",3.25,False,3,"2024-12-20"
"google/gemini-pro-1.5","prime number of elements",3.4,False,2,"2024-12-20"
"google/gemini-pro-1.5","previous or sum",3.7,False,3,"2024-12-20"
"google/gemini-pro-1.5","collatzish",3.95,False,20,"2024-12-20"
"google/gemini-pro-1.5","divisible or plus 13",4.35,False,3,"2024-12-20"
"google/gemini-pro-1.5","previous over 17",4.7,False,-1,"2024-12-20"
"x-ai/grok-2-1212","strictly increasing order",1.1,False,6,"2024-12-20"
"x-ai/grok-2-1212","no repeated numbers",2.3,False,3,"2024-12-20"
"x-ai/grok-2-1212","mult 3 or 5 not both",2.45,False,19,"2024-12-20"
"x-ai/grok-2-1212","converging toward center",3.05,False,19,"2024-12-20"
"x-ai/grok-2-1212","odd number of odd numbers",3.25,True,3,"2024-12-20"
"x-ai/grok-2-1212","prime number of elements",3.4,False,6,"2024-12-20"
"x-ai/grok-2-1212","previous or sum",3.7,False,3,"2024-12-20"
"x-ai/grok-2-1212","collatzish",3.95,False,20,"2024-12-20"
"x-ai/grok-2-1212","divisible or plus 13",4.35,False,20,"2024-12-20"
"x-ai/grok-2-1212","previous over 17",4.7,False,-1,"2024-12-20"
"cohere/command-r-plus","strictly increasing order",1.1,False,-1,"2024-12-20"
"cohere/command-r-plus","no repeated numbers",2.3,False,3,"2024-12-20"
"cohere/command-r-plus","mult 3 or 5 not both",2.45,False,-1,"2024-12-20"
"cohere/command-r-plus","converging toward center",3.05,False,20,"2024-12-20"
"cohere/command-r-plus","odd number of odd numbers",3.25,False,5,"2024-12-20"
"cohere/command-r-plus","prime number of elements",3.4,False,5,"2024-12-20"
"cohere/command-r-plus","previous or sum",3.7,False,-1,"2024-12-20"
"cohere/command-r-plus","collatzish",3.95,False,9,"2024-12-20"
"cohere/command-r-plus","divisible or plus 13",4.35,False,3,"2024-12-20"
"cohere/command-r-plus","previous over 17",4.7,False,4,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","strictly increasing order",1.1,True,5,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","no repeated numbers",2.3,True,3,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","mult 3 or 5 not both",2.45,False,19,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","converging toward center",3.05,True,10,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","odd number of odd numbers",3.25,False,5,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","prime number of elements",3.4,True,5,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","previous or sum",3.7,False,5,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","collatzish",3.95,False,4,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","divisible or plus 13",4.35,False,8,"2024-12-20"
"anthropic/claude-3.5-sonnet:beta","previous over 17",4.7,False,18,"2024-12-20"
"anthropic/claude-3-opus:beta","strictly increasing order",1.1,True,3,"2024-12-20"
"anthropic/claude-3-opus:beta","no repeated numbers",2.3,False,-1,"2024-12-20"
"anthropic/claude-3-opus:beta","mult 3 or 5 not both",2.45,False,6,"2024-12-20"
"anthropic/claude-3-opus:beta","converging toward center",3.05,False,3,"2024-12-20"
"anthropic/claude-3-opus:beta","odd number of odd numbers",3.25,False,3,"2024-12-20"
"anthropic/claude-3-opus:beta","prime number of elements",3.4,False,4,"2024-12-20"
"anthropic/claude-3-opus:beta","previous or sum",3.7,False,-1,"2024-12-20"
"anthropic/claude-3-opus:beta","collatzish",3.95,False,4,"2024-12-20"
"anthropic/claude-3-opus:beta","divisible or plus 13",4.35,False,2,"2024-12-20"
"anthropic/claude-3-opus:beta","previous over 17",4.7,False,6,"2024-12-20"
